claim_id,vehicle_id,driver_id,trip_id,accident_timestamp,accident_location,weather_condition,road_condition,collision_type,damaged_component,severity,estimated_repair_cost,claim_amount,fraud_flag,claim_status
C00568,V0360,D0199,T09580,2025-10-07T11:41:00,Thrissur,Fog,Dry,Rear-end,Rear Bumper,Major,137335,130503,No,Approved
C00569,V0280,D0205,T09668,2025-04-20T06:58:00,Alappuzha,Cloudy,Wet,Head-on,Windshield,Minor,111135,104895,No,Rejected
C00570,V0330,D0615,T08788,2025-02-15T15:25:00,Kollam,Cloudy,Dry,Head-on,Windshield,Moderate,126552,116708,No,Under Review
C00571,V0240,D0088,T05059,2025-06-01T18:12:00,Palakkad,Cloudy,Dry,Single Vehicle,Door,Minor,245209,208598,No,Rejected
C00572,V0328,D0073,T00780,2025-03-31T14:04:00,Kollam,Fog,Dry,Single Vehicle,Front Bumper,Minor,217916,185857,No,Under Review
C00573,V0068,D0090,T09910,2025-12-19T16:33:00,Kozhikode,Rain,Slippery,Rear-end,Windshield,Moderate,59173,55602,No,Rejected
C00574,V0049,D0147,T06745,2025-07-04T22:32:00,Thrissur,Rain,Slippery,Head-on,Rear Bumper,Major,231661,222396,Yes,Approved
C00575,V0128,D0574,T06472,2025-07-23T00:06:00,Kollam,Fog,Slippery,Single Vehicle,Headlight,Minor,236311,218240,No,Approved
C00576,V0306,D0649,T01765,2025-03-13T05:45:00,Palakkad,Heavy Rain,Wet,Rear-end,Front Bumper,Major,39693,35320,Yes,Under Review
C00577,V0216,D0624,T06215,2025-08-22T07:43:00,Palakkad,Cloudy,Slippery,Single Vehicle,Door,Moderate,237984,196235,No,Under Review
C00578,V0200,D0010,T08383,2025-10-19T15:09:00,Kochi,Fog,Dry,Head-on,Door,Major,231143,201833,No,Under Review
C00579,V0340,D0535,T02905,2025-05-15T04:25:00,Kochi,Cloudy,Slippery,Head-on,Engine Bay,Minor,112914,108591,No,Approved
C00580,V0267,D0259,T08119,2025-09-06T18:13:00,Kochi,Rain,Dry,Rear-end,Rear Bumper,Major,176406,171935,No,Rejected
C00581,V0119,D0271,T06305,2025-06-05T07:40:00,Kozhikode,Cloudy,Dry,Single Vehicle,Door,Major,247148,216617,No,Approved
C00582,V0406,D0119,T07329,2025-06-21T10:29:00,Kozhikode,Sunny,Slippery,Head-on,Rear Bumper,Moderate,114121,91565,No,Under Review
C00583,V0408,D0571,T01679,2025-09-03T16:31:00,Kochi,Cloudy,Dry,Head-on,Rear Bumper,Minor,249091,225527,Yes,Approved
C00584,V0253,D0182,T01594,2025-05-24T14:44:00,Kollam,Heavy Rain,Dry,Side,Headlight,Major,187154,177802,No,Under Review
C00585,V0181,D0441,T00245,2025-04-05T06:40:00,Kozhikode,Sunny,Wet,Rear-end,Door,Major,111787,96400,No,Rejected
C00586,V0340,D0398,T02956,2025-09-14T09:41:00,Alappuzha,Fog,Slippery,Head-on,Rear Bumper,Minor,217993,188267,Yes,Approved
C00587,V0135,D0309,T05641,2025-08-27T11:16:00,Thrissur,Fog,Dry,Single Vehicle,Engine Bay,Moderate,15689,13660,No,Approved
C00588,V0085,D0183,T06855,2025-11-21T17:21:00,Kollam,Sunny,Slippery,Rear-end,Rear Bumper,Moderate,111014,89447,No,Approved
C00589,V0111,D0097,T01929,2025-07-04T03:38:00,Kochi,Fog,Wet,Side,Rear Bumper,Major,57583,55785,No,Approved
C00590,V0287,D0412,T01668,2025-11-10T15:09:00,Kollam,Fog,Slippery,Rear-end,Windshield,Moderate,11522,10520,No,Rejected
C00591,V0403,D0489,T08100,2025-12-19T07:18:00,Kochi,Cloudy,Dry,Side,Headlight,Moderate,145698,136884,No,Rejected
C00592,V0267,D0192,T09082,2025-01-16T20:12:00,Kollam,Heavy Rain,Wet,Single Vehicle,Front Bumper,Moderate,124880,120199,No,Rejected
C00593,V0403,D0136,T06362,2025-01-01T14:53:00,Palakkad,Rain,Slippery,Head-on,Door,Minor,230962,198416,Yes,Under Review
C00594,V0101,D0030,T03956,2025-09-24T05:16:00,Kochi,Cloudy,Wet,Rear-end,Rear Bumper,Minor,132089,116217,No,Approved
C00595,V0288,D0416,T06645,2025-12-04T13:00:00,Kollam,Fog,Slippery,Head-on,Front Bumper,Moderate,146937,125751,Yes,Approved
C00596,V0339,D0505,T04842,2025-04-18T07:51:00,Kozhikode,Sunny,Slippery,Head-on,Windshield,Moderate,56321,50068,No,Approved
C00597,V0418,D0440,T08712,2025-12-03T23:49:00,Kochi,Rain,Slippery,Rear-end,Front Bumper,Moderate,61996,54529,Yes,Rejected
C00598,V0319,D0435,T01695,2025-10-06T04:38:00,Alappuzha,Sunny,Slippery,Single Vehicle,Rear Bumper,Minor,214823,195778,Yes,Under Review
C00599,V0080,D0261,T06460,2025-06-06T03:22:00,Kollam,Rain,Slippery,Rear-end,Windshield,Moderate,138826,130240,No,Under Review
C00600,V0465,D0607,T07657,2025-03-16T18:52:00,Thrissur,Sunny,Dry,Side,Rear Bumper,Minor,245684,199870,Yes,Approved
C00601,V0273,D0186,T08819,2025-02-05T22:13:00,Palakkad,Sunny,Slippery,Rear-end,Front Bumper,Minor,165047,154768,Yes,Approved
C00602,V0069,D0181,T00231,2025-08-28T12:00:00,Palakkad,Sunny,Dry,Single Vehicle,Headlight,Major,217726,195181,Yes,Under Review
C00603,V0204,D0422,T02716,2025-08-16T01:42:00,Kochi,Rain,Dry,Side,Front Bumper,Moderate,129967,104097,No,Approved
C00604,V0296,D0688,T06487,2025-04-19T07:57:00,Alappuzha,Fog,Wet,Head-on,Rear Bumper,Moderate,119004,98446,Yes,Under Review
C00605,V0147,D0577,T03135,2025-01-06T02:14:00,Thrissur,Sunny,Wet,Side,Rear Bumper,Minor,37752,33001,No,Under Review
C00606,V0169,D0151,T00664,2025-08-22T19:03:00,Thrissur,Heavy Rain,Slippery,Head-on,Door,Major,160189,160070,No,Rejected
C00607,V0367,D0340,T03012,2025-12-08T23:17:00,Kollam,Fog,Wet,Head-on,Windshield,Moderate,200251,191670,No,Approved
C00608,V0411,D0259,T04350,2025-11-17T10:27:00,Thrissur,Heavy Rain,Slippery,Single Vehicle,Engine Bay,Minor,92967,89984,Yes,Under Review
C00609,V0269,D0236,T09673,2025-11-05T12:52:00,Palakkad,Rain,Wet,Side,Headlight,Major,179947,161368,Yes,Under Review
C00610,V0332,D0422,T07539,2025-02-07T06:09:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Windshield,Major,219695,214546,No,Rejected
C00611,V0205,D0199,T02976,2025-10-14T23:34:00,Kochi,Rain,Wet,Side,Door,Minor,183687,174865,Yes,Approved
C00612,V0377,D0025,T03538,2025-06-26T04:05:00,Palakkad,Sunny,Dry,Rear-end,Door,Moderate,152005,128828,No,Rejected
C00613,V0112,D0359,T07265,2025-01-30T09:36:00,Alappuzha,Rain,Dry,Side,Windshield,Major,212289,172281,No,Under Review
C00614,V0205,D0342,T09815,2025-06-19T08:32:00,Thrissur,Heavy Rain,Slippery,Head-on,Headlight,Major,176179,150578,No,Rejected
C00615,V0119,D0353,T01310,2025-10-10T00:55:00,Alappuzha,Sunny,Slippery,Rear-end,Rear Bumper,Moderate,217074,179340,No,Approved
C00616,V0170,D0164,T05867,2025-06-07T11:55:00,Kollam,Sunny,Slippery,Head-on,Headlight,Moderate,113030,91337,Yes,Under Review
C00617,V0379,D0236,T05042,2025-09-17T22:07:00,Palakkad,Sunny,Dry,Single Vehicle,Headlight,Moderate,228612,198897,No,Rejected
C00618,V0231,D0247,T06134,2025-10-15T16:40:00,Alappuzha,Rain,Wet,Head-on,Door,Moderate,51660,46073,No,Rejected
C00619,V0067,D0324,T05717,2025-09-11T22:41:00,Kollam,Fog,Slippery,Side,Rear Bumper,Moderate,170402,136408,No,Under Review
C00620,V0198,D0175,T08729,2025-12-26T18:19:00,Alappuzha,Fog,Wet,Side,Windshield,Major,213040,170851,No,Under Review
C00621,V0155,D0542,T09955,2025-12-03T07:10:00,Alappuzha,Heavy Rain,Wet,Single Vehicle,Front Bumper,Minor,63066,62867,No,Rejected
C00622,V0294,D0612,T07352,2025-03-19T06:21:00,Thrissur,Rain,Slippery,Single Vehicle,Rear Bumper,Major,72174,64010,No,Rejected
C00623,V0417,D0386,T08762,2025-04-09T08:09:00,Kozhikode,Sunny,Wet,Rear-end,Windshield,Major,67763,59427,No,Approved
C00624,V0195,D0123,T09731,2025-04-13T23:38:00,Palakkad,Heavy Rain,Dry,Rear-end,Rear Bumper,Minor,219624,215395,No,Approved
C00625,V0491,D0005,T05072,2025-05-03T07:03:00,Palakkad,Heavy Rain,Slippery,Single Vehicle,Front Bumper,Minor,200387,177951,Yes,Rejected
C00626,V0358,D0500,T00904,2025-07-20T19:38:00,Kollam,Cloudy,Slippery,Single Vehicle,Windshield,Minor,40490,39061,No,Approved
C00627,V0166,D0189,T09322,2025-09-27T21:54:00,Alappuzha,Rain,Wet,Side,Rear Bumper,Major,30392,27622,No,Approved
C00628,V0339,D0226,T06441,2025-09-28T20:06:00,Palakkad,Cloudy,Slippery,Head-on,Front Bumper,Minor,134049,133714,No,Approved
C00629,V0083,D0662,T08251,2025-05-08T22:35:00,Kozhikode,Cloudy,Wet,Side,Windshield,Moderate,123495,121115,No,Rejected
C00630,V0322,D0109,T03292,2025-02-15T11:08:00,Thrissur,Sunny,Dry,Side,Door,Major,163215,152144,No,Approved
C00631,V0088,D0609,T01946,2025-01-28T13:14:00,Thrissur,Rain,Dry,Side,Engine Bay,Major,88973,86212,Yes,Under Review
C00632,V0327,D0501,T03052,2025-07-24T16:24:00,Kollam,Sunny,Slippery,Head-on,Door,Major,99369,84298,No,Under Review
C00633,V0123,D0239,T04100,2025-10-22T05:54:00,Palakkad,Heavy Rain,Slippery,Head-on,Headlight,Minor,67258,54180,Yes,Approved
C00634,V0212,D0282,T07454,2025-05-01T13:27:00,Kollam,Rain,Wet,Side,Front Bumper,Major,24487,21096,No,Under Review
C00635,V0167,D0642,T01571,2025-06-22T14:00:00,Kochi,Sunny,Dry,Head-on,Door,Major,21501,21086,Yes,Approved
C00636,V0228,D0466,T01313,2025-11-05T14:08:00,Thrissur,Cloudy,Dry,Side,Engine Bay,Moderate,155369,134364,No,Approved
C00637,V0310,D0157,T09454,2025-10-20T17:24:00,Kollam,Heavy Rain,Dry,Side,Windshield,Moderate,246421,239835,No,Rejected
C00638,V0469,D0266,T01346,2025-12-29T09:51:00,Palakkad,Heavy Rain,Dry,Side,Headlight,Minor,155883,142484,No,Approved
C00639,V0219,D0410,T00416,2025-08-27T01:51:00,Kollam,Cloudy,Slippery,Head-on,Rear Bumper,Minor,214680,201559,No,Rejected
C00640,V0389,D0564,T09599,2025-10-02T00:25:00,Kollam,Fog,Wet,Rear-end,Engine Bay,Major,240270,238899,No,Rejected
C00641,V0339,D0499,T09030,2025-07-28T00:11:00,Kollam,Cloudy,Slippery,Head-on,Engine Bay,Major,119731,117370,No,Approved
C00642,V0222,D0052,T09963,2025-07-05T11:11:00,Kollam,Heavy Rain,Dry,Rear-end,Engine Bay,Minor,219334,198741,No,Approved
C00643,V0036,D0662,T08231,2025-06-09T17:24:00,Kollam,Rain,Slippery,Rear-end,Windshield,Minor,24986,24930,No,Approved
C00644,V0391,D0489,T02375,2025-03-15T11:56:00,Alappuzha,Cloudy,Wet,Rear-end,Windshield,Minor,89207,75792,No,Approved
C00645,V0290,D0507,T02280,2025-05-11T15:09:00,Thrissur,Sunny,Wet,Single Vehicle,Engine Bay,Moderate,160949,153118,No,Rejected
C00646,V0031,D0294,T00988,2025-12-26T22:12:00,Palakkad,Rain,Slippery,Rear-end,Windshield,Moderate,237007,229951,No,Under Review
C00647,V0321,D0588,T05177,2025-01-23T16:41:00,Palakkad,Sunny,Wet,Head-on,Front Bumper,Minor,102647,90176,No,Rejected
C00648,V0357,D0292,T06737,2025-04-21T07:22:00,Palakkad,Sunny,Slippery,Head-on,Door,Major,211644,184914,No,Under Review
C00649,V0328,D0096,T05403,2025-10-22T14:57:00,Kozhikode,Cloudy,Slippery,Head-on,Windshield,Moderate,152466,127978,No,Approved
C00650,V0176,D0303,T04993,2025-05-31T12:55:00,Kozhikode,Sunny,Dry,Head-on,Rear Bumper,Moderate,133379,114741,No,Approved
C00651,V0167,D0025,T08241,2025-07-27T05:40:00,Kochi,Cloudy,Dry,Rear-end,Headlight,Moderate,220563,215246,No,Under Review
C00652,V0356,D0172,T07781,2025-03-19T13:56:00,Kozhikode,Rain,Dry,Side,Windshield,Major,99553,90248,No,Rejected
C00653,V0097,D0208,T05888,2025-12-07T14:30:00,Kozhikode,Rain,Slippery,Side,Rear Bumper,Moderate,102460,90069,No,Rejected
C00654,V0207,D0066,T02815,2025-07-09T21:46:00,Kollam,Fog,Wet,Single Vehicle,Windshield,Major,118698,97990,No,Rejected
C00655,V0473,D0033,T07602,2025-02-15T08:36:00,Thrissur,Rain,Wet,Rear-end,Rear Bumper,Moderate,209206,175913,No,Approved
C00656,V0244,D0637,T04493,2025-07-15T02:57:00,Kochi,Heavy Rain,Wet,Rear-end,Headlight,Moderate,125346,120159,No,Under Review
C00657,V0201,D0484,T03834,2025-03-12T01:57:00,Thrissur,Rain,Wet,Head-on,Headlight,Minor,183243,161783,No,Rejected
C00658,V0183,D0188,T02247,2025-09-27T17:19:00,Alappuzha,Cloudy,Wet,Rear-end,Windshield,Major,159739,138707,No,Approved
C00659,V0194,D0237,T07440,2025-07-15T09:38:00,Alappuzha,Fog,Dry,Rear-end,Rear Bumper,Major,121247,101570,Yes,Approved
C00660,V0363,D0327,T06071,2025-06-11T13:13:00,Thrissur,Sunny,Wet,Rear-end,Engine Bay,Major,73160,67753,Yes,Approved
C00661,V0155,D0186,T09702,2025-12-11T11:01:00,Kochi,Sunny,Wet,Single Vehicle,Windshield,Moderate,137997,125603,No,Under Review
C00662,V0333,D0278,T01554,2025-10-24T14:28:00,Kollam,Fog,Wet,Single Vehicle,Rear Bumper,Moderate,230678,230002,No,Rejected
C00663,V0413,D0544,T03689,2025-12-07T00:19:00,Palakkad,Sunny,Wet,Side,Headlight,Minor,83702,77939,No,Approved
C00664,V0268,D0621,T00996,2025-03-28T15:26:00,Kollam,Cloudy,Dry,Rear-end,Windshield,Major,204054,184936,No,Under Review
C00665,V0427,D0550,T04918,2025-07-07T11:03:00,Kochi,Cloudy,Dry,Single Vehicle,Rear Bumper,Moderate,58277,51535,Yes,Approved
C00666,V0022,D0571,T02051,2025-10-24T15:27:00,Alappuzha,Heavy Rain,Dry,Rear-end,Headlight,Major,207102,179527,No,Rejected
C00667,V0032,D0254,T04880,2025-05-13T07:33:00,Palakkad,Cloudy,Dry,Rear-end,Windshield,Minor,202490,186622,No,Under Review
C00668,V0051,D0662,T04061,2025-12-08T21:18:00,Thrissur,Fog,Wet,Rear-end,Headlight,Major,27235,23032,Yes,Under Review
C00669,V0188,D0391,T00903,2025-09-16T18:20:00,Alappuzha,Rain,Slippery,Head-on,Rear Bumper,Minor,92895,91698,No,Approved
C00670,V0439,D0107,T01065,2025-05-07T23:58:00,Kozhikode,Cloudy,Dry,Rear-end,Door,Major,56893,54387,Yes,Rejected
C00671,V0061,D0511,T05650,2025-02-07T14:05:00,Kochi,Sunny,Wet,Single Vehicle,Front Bumper,Major,131426,130164,No,Approved
C00672,V0299,D0495,T05524,2025-11-15T11:10:00,Alappuzha,Fog,Wet,Single Vehicle,Door,Major,66329,58193,No,Rejected
C00673,V0131,D0351,T01822,2025-02-21T00:26:00,Thrissur,Fog,Dry,Rear-end,Engine Bay,Minor,135844,124739,No,Approved
C00674,V0224,D0155,T06436,2025-04-11T10:06:00,Thrissur,Heavy Rain,Slippery,Rear-end,Headlight,Moderate,101722,94469,Yes,Under Review
C00675,V0395,D0217,T09765,2025-01-06T11:03:00,Kochi,Rain,Dry,Side,Rear Bumper,Minor,232343,218014,No,Rejected
C00676,V0448,D0113,T00570,2025-04-19T20:53:00,Thrissur,Heavy Rain,Wet,Head-on,Headlight,Minor,82262,79020,Yes,Rejected
C00677,V0410,D0194,T00265,2025-12-24T20:42:00,Kozhikode,Sunny,Slippery,Rear-end,Windshield,Minor,112817,106335,No,Approved
C00678,V0028,D0306,T06419,2025-04-07T14:42:00,Alappuzha,Rain,Wet,Single Vehicle,Engine Bay,Minor,59548,49074,No,Approved
C00679,V0054,D0300,T02638,2025-06-29T06:05:00,Kochi,Fog,Wet,Single Vehicle,Windshield,Major,141144,130003,No,Approved
C00680,V0095,D0695,T06585,2025-06-19T16:38:00,Palakkad,Sunny,Dry,Side,Headlight,Major,182999,171336,No,Approved
C00681,V0300,D0021,T04759,2025-03-19T08:52:00,Alappuzha,Fog,Dry,Rear-end,Door,Major,215442,193405,No,Approved
C00682,V0343,D0356,T03013,2025-12-28T07:22:00,Kozhikode,Fog,Wet,Rear-end,Rear Bumper,Major,190182,159212,Yes,Under Review
C00683,V0024,D0035,T05753,2025-03-06T22:14:00,Kollam,Heavy Rain,Slippery,Rear-end,Headlight,Moderate,169693,143411,No,Under Review
C00684,V0161,D0351,T09566,2025-06-26T06:31:00,Kollam,Fog,Dry,Single Vehicle,Engine Bay,Minor,54600,44781,Yes,Under Review
C00685,V0049,D0583,T06291,2025-07-26T00:11:00,Thrissur,Rain,Slippery,Single Vehicle,Front Bumper,Major,134512,117447,No,Rejected
C00686,V0331,D0011,T03599,2025-05-14T02:29:00,Kollam,Fog,Slippery,Side,Front Bumper,Major,90185,81213,No,Approved
C00687,V0452,D0461,T03290,2025-11-12T03:47:00,Palakkad,Cloudy,Dry,Rear-end,Engine Bay,Moderate,105376,94670,No,Under Review
C00688,V0296,D0091,T09578,2025-01-28T01:39:00,Alappuzha,Sunny,Dry,Head-on,Door,Major,11792,10007,No,Rejected
C00689,V0348,D0177,T07540,2025-09-24T10:24:00,Kochi,Fog,Wet,Single Vehicle,Engine Bay,Moderate,88507,82363,No,Rejected
C00690,V0432,D0464,T03836,2025-10-16T18:43:00,Kochi,Rain,Dry,Single Vehicle,Headlight,Major,117697,110694,No,Under Review
C00691,V0199,D0269,T06783,2025-06-26T10:24:00,Kollam,Sunny,Dry,Head-on,Front Bumper,Major,188308,160726,No,Under Review
C00692,V0401,D0311,T07387,2025-06-12T23:17:00,Kollam,Rain,Wet,Single Vehicle,Door,Moderate,209167,185968,No,Under Review
C00693,V0463,D0699,T02192,2025-10-18T11:58:00,Kozhikode,Sunny,Slippery,Rear-end,Engine Bay,Minor,135397,128308,No,Approved
C00694,V0057,D0426,T09904,2025-06-20T10:05:00,Kozhikode,Sunny,Slippery,Single Vehicle,Engine Bay,Major,51302,46368,No,Under Review
C00695,V0135,D0488,T08226,2025-01-17T07:10:00,Kochi,Rain,Wet,Head-on,Door,Moderate,238659,218053,No,Rejected
C00696,V0205,D0101,T09538,2025-02-14T12:22:00,Kollam,Fog,Wet,Head-on,Headlight,Minor,92326,76580,No,Approved
C00697,V0251,D0316,T04088,2025-05-02T14:23:00,Alappuzha,Rain,Slippery,Side,Door,Moderate,155705,152391,No,Rejected
C00698,V0244,D0413,T04185,2025-02-18T16:36:00,Kozhikode,Sunny,Wet,Head-on,Door,Moderate,39452,31594,No,Approved
C00699,V0397,D0401,T02160,2025-04-12T19:35:00,Kozhikode,Fog,Dry,Single Vehicle,Rear Bumper,Major,222759,205371,No,Rejected
C00700,V0252,D0688,T06666,2025-06-02T04:03:00,Alappuzha,Sunny,Wet,Rear-end,Headlight,Major,65890,65135,No,Approved
C00701,V0282,D0694,T00432,2025-07-20T03:43:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Engine Bay,Minor,233016,199374,Yes,Under Review
C00702,V0180,D0175,T02854,2025-03-13T02:51:00,Kochi,Cloudy,Dry,Head-on,Rear Bumper,Moderate,216323,189703,No,Under Review
C00703,V0424,D0117,T00268,2025-12-14T11:15:00,Kozhikode,Rain,Wet,Side,Headlight,Moderate,59490,59262,No,Approved
C00704,V0159,D0693,T09640,2025-03-10T09:21:00,Thrissur,Cloudy,Slippery,Single Vehicle,Rear Bumper,Minor,137098,132537,No,Rejected
C00705,V0089,D0619,T04729,2025-07-19T09:30:00,Kozhikode,Fog,Slippery,Side,Headlight,Minor,181960,168652,Yes,Under Review
C00706,V0132,D0609,T00379,2025-12-11T16:01:00,Alappuzha,Rain,Slippery,Head-on,Windshield,Minor,29757,24714,No,Approved
C00707,V0396,D0166,T08252,2025-04-28T02:14:00,Palakkad,Cloudy,Dry,Side,Headlight,Major,152023,124524,No,Rejected
C00708,V0042,D0687,T02695,2025-02-04T00:47:00,Kochi,Cloudy,Wet,Single Vehicle,Headlight,Moderate,15736,15437,No,Under Review
C00709,V0224,D0229,T05035,2025-04-09T02:46:00,Kozhikode,Heavy Rain,Slippery,Head-on,Door,Moderate,52734,50020,No,Rejected
C00710,V0430,D0208,T08248,2025-09-05T19:18:00,Kochi,Sunny,Slippery,Single Vehicle,Engine Bay,Minor,108986,90454,No,Under Review
C00711,V0078,D0245,T06850,2025-05-01T15:07:00,Thrissur,Cloudy,Dry,Side,Front Bumper,Minor,121722,112054,No,Rejected
C00712,V0113,D0495,T09991,2025-10-12T06:16:00,Kozhikode,Rain,Dry,Rear-end,Engine Bay,Major,13663,11936,No,Under Review
C00713,V0457,D0382,T08349,2025-05-30T18:45:00,Thrissur,Fog,Dry,Head-on,Front Bumper,Moderate,211504,189746,No,Approved
C00714,V0350,D0600,T02191,2025-01-06T10:45:00,Kochi,Rain,Dry,Single Vehicle,Engine Bay,Minor,208843,167084,No,Under Review
C00715,V0127,D0523,T05407,2025-08-20T16:44:00,Alappuzha,Fog,Wet,Side,Rear Bumper,Major,240730,238595,No,Approved
C00716,V0439,D0533,T02409,2025-03-31T07:21:00,Kollam,Rain,Slippery,Single Vehicle,Engine Bay,Major,220210,212097,Yes,Rejected
C00717,V0079,D0617,T07706,2025-06-29T23:08:00,Kochi,Cloudy,Wet,Single Vehicle,Front Bumper,Major,100312,98830,No,Under Review
C00718,V0479,D0296,T03836,2025-04-09T21:15:00,Alappuzha,Cloudy,Wet,Rear-end,Front Bumper,Major,243631,240065,No,Rejected
C00719,V0034,D0151,T03238,2025-09-21T17:57:00,Kollam,Rain,Dry,Head-on,Rear Bumper,Major,112480,100665,No,Approved
C00720,V0329,D0421,T01705,2025-10-08T20:42:00,Thrissur,Heavy Rain,Wet,Single Vehicle,Rear Bumper,Moderate,24860,21499,No,Rejected
C00721,V0472,D0530,T08482,2025-07-18T13:10:00,Alappuzha,Rain,Wet,Rear-end,Engine Bay,Minor,73026,66389,No,Approved
C00722,V0145,D0273,T05766,2025-11-28T14:14:00,Palakkad,Heavy Rain,Wet,Head-on,Windshield,Moderate,21277,19549,No,Approved
C00723,V0263,D0098,T03082,2025-04-13T05:43:00,Kozhikode,Sunny,Slippery,Side,Headlight,Major,88517,76242,No,Approved
C00724,V0328,D0509,T00351,2025-07-01T01:56:00,Alappuzha,Sunny,Slippery,Rear-end,Rear Bumper,Moderate,206860,177798,No,Approved
C00725,V0319,D0601,T00264,2025-08-14T08:39:00,Kozhikode,Sunny,Wet,Rear-end,Door,Major,122636,122631,No,Approved
C00726,V0258,D0694,T07812,2025-02-21T20:29:00,Palakkad,Heavy Rain,Wet,Single Vehicle,Headlight,Major,190065,165827,No,Approved
C00727,V0169,D0648,T05049,2025-04-26T07:53:00,Alappuzha,Fog,Dry,Rear-end,Windshield,Moderate,34750,28045,No,Under Review
C00728,V0342,D0347,T06469,2025-01-08T07:15:00,Palakkad,Fog,Wet,Single Vehicle,Rear Bumper,Major,121866,103858,No,Under Review
C00729,V0099,D0649,T09479,2025-08-02T06:10:00,Kochi,Heavy Rain,Dry,Rear-end,Engine Bay,Minor,81217,72253,Yes,Rejected
C00730,V0411,D0588,T04505,2025-07-18T02:22:00,Kozhikode,Fog,Wet,Side,Headlight,Minor,57074,50848,Yes,Rejected
C00731,V0323,D0116,T05439,2025-09-01T04:55:00,Kollam,Cloudy,Wet,Single Vehicle,Windshield,Major,46928,41972,No,Under Review
C00732,V0239,D0282,T05136,2025-05-29T14:51:00,Alappuzha,Rain,Wet,Side,Engine Bay,Minor,89051,84691,Yes,Under Review
C00733,V0331,D0102,T05129,2025-09-18T23:47:00,Kollam,Heavy Rain,Slippery,Single Vehicle,Rear Bumper,Moderate,204106,202076,No,Approved
C00734,V0047,D0470,T08709,2025-05-06T04:06:00,Kollam,Cloudy,Slippery,Single Vehicle,Rear Bumper,Minor,133227,112110,No,Approved
C00735,V0025,D0514,T00596,2025-07-31T21:43:00,Kochi,Sunny,Wet,Side,Headlight,Major,30101,27204,No,Approved
C00736,V0100,D0064,T00965,2025-06-25T14:04:00,Kollam,Heavy Rain,Slippery,Head-on,Door,Major,81391,71790,No,Rejected
C00737,V0486,D0385,T07160,2025-03-27T20:36:00,Alappuzha,Sunny,Wet,Rear-end,Windshield,Major,156413,151333,No,Under Review
C00738,V0030,D0225,T06704,2025-12-03T00:22:00,Kozhikode,Sunny,Dry,Side,Door,Major,14706,14197,No,Under Review
C00739,V0087,D0539,T02327,2025-12-11T06:39:00,Palakkad,Fog,Slippery,Head-on,Windshield,Moderate,127010,107166,No,Under Review
C00740,V0091,D0567,T05535,2025-01-01T21:35:00,Thrissur,Fog,Slippery,Side,Front Bumper,Moderate,50366,43311,No,Approved
C00741,V0168,D0087,T00705,2025-12-07T17:34:00,Kozhikode,Cloudy,Dry,Head-on,Rear Bumper,Major,116965,97035,Yes,Approved
C00742,V0493,D0516,T08533,2025-10-01T12:51:00,Kollam,Rain,Wet,Rear-end,Engine Bay,Moderate,175757,158476,Yes,Approved
C00743,V0423,D0276,T05024,2025-11-29T17:07:00,Kollam,Rain,Wet,Single Vehicle,Headlight,Major,188579,168390,No,Rejected
C00744,V0204,D0467,T06466,2025-08-23T00:45:00,Kollam,Heavy Rain,Wet,Side,Headlight,Major,22428,18513,No,Under Review
C00745,V0122,D0568,T01785,2025-12-13T18:21:00,Kochi,Cloudy,Slippery,Single Vehicle,Door,Moderate,17446,14153,No,Rejected
C00746,V0369,D0614,T01043,2025-03-24T15:06:00,Alappuzha,Rain,Dry,Head-on,Rear Bumper,Moderate,27989,27772,No,Under Review
C00747,V0262,D0122,T03580,2025-02-23T16:58:00,Alappuzha,Rain,Wet,Side,Front Bumper,Moderate,180899,162925,No,Approved
C00748,V0055,D0401,T01041,2025-06-07T19:52:00,Kochi,Cloudy,Dry,Head-on,Rear Bumper,Minor,121043,114593,Yes,Under Review
C00749,V0099,D0446,T04302,2025-08-06T17:05:00,Kozhikode,Sunny,Dry,Rear-end,Headlight,Minor,115113,99730,No,Rejected
C00750,V0093,D0225,T07438,2025-10-17T11:20:00,Thrissur,Fog,Wet,Head-on,Rear Bumper,Minor,115955,97834,No,Rejected
