service_id,vehicle_id,engine_serial_no,service_date,service_type,service_category,fault_code,diagnosis,technician,workshop,parts_replaced,labour_cost,parts_cost,total_cost,downtime_hours,next_service_due,warranty_claim,service_status
S01228,V0062,ESN275884,2025-11-12,Routine Service,Emergency,P0012,Engine overheating,TECH873,Prime Motors,Spark Plug,5034,16493,21527,11.7,2026-05-11,No,Completed
S01229,V0345,ESN970376,2025-03-21,Routine Service,Emergency,P0300,Low oil pressure,TECH238,FleetCare Kochi,Coolant Hose,4236,18684,22920,7.6,2025-09-17,Yes,Pending
S01230,V0075,ESN801279,2025-07-03,Brake Service,Emergency,P0300,Battery degradation,TECH185,FleetCare Kochi,Spark Plug,5490,6863,12353,9.8,2025-12-30,No,Completed
S01231,V0242,ESN821118,2025-01-19,Cooling System,Corrective,P0420,Low oil pressure,TECH120,FleetCare Kochi,Battery,4164,6201,10365,9.0,2025-07-18,No,Pending
S01232,V0377,ESN990120,2025-11-17,Brake Service,Preventive,P0420,Battery degradation,TECH349,Prime Motors,Brake Pads,1455,4981,6436,2.5,2026-05-16,No,Completed
S01233,V0069,ESN128546,2025-10-22,Battery Replacement,Preventive,P0171,Routine inspection,TECH890,Kerala Truck Service,Spark Plug,962,5344,6306,8.7,2026-04-20,No,Completed
S01234,V0493,ESN534656,2025-08-21,Battery Replacement,Corrective,P0000,Engine overheating,TECH456,Prime Motors,Coolant Hose,3716,14536,18252,5.5,2026-02-17,Yes,Completed
S01235,V0137,ESN505884,2025-02-13,Battery Replacement,Preventive,P0171,Routine inspection,TECH569,FleetCare Kochi,Spark Plug,2324,6062,8386,10.1,2025-08-12,No,Completed
S01236,V0194,ESN753571,2025-10-02,Engine Diagnostics,Corrective,P0012,Routine inspection,TECH534,FleetCare Kochi,Spark Plug,4570,5791,10361,9.7,2026-03-31,No,Completed
S01237,V0123,ESN591686,2025-04-27,Oil Change,Corrective,P0171,Battery degradation,TECH885,AutoMind Central,Battery,1144,8893,10037,8.4,2025-10-24,No,Completed
S01238,V0002,ESN451758,2025-05-06,Routine Service,Emergency,P0300,Low oil pressure,TECH783,AutoMind Central,Coolant Hose,2685,10081,12766,5.8,2025-11-02,Yes,Completed
S01239,V0041,ESN676120,2025-03-29,Oil Change,Emergency,P0012,Engine overheating,TECH525,Kerala Truck Service,Coolant Hose,4264,10899,15163,1.8,2025-09-25,No,Completed
S01240,V0421,ESN810667,2025-09-20,Cooling System,Corrective,P0300,Routine inspection,TECH914,AutoMind Central,Spark Plug,5560,8518,14078,8.5,2026-03-19,Yes,Completed
S01241,V0434,ESN933202,2025-09-29,Battery Replacement,Preventive,P0000,Routine inspection,TECH288,Kerala Truck Service,Spark Plug,5172,18254,23426,2.0,2026-03-28,No,Completed
S01242,V0165,ESN271747,2025-04-13,Brake Service,Emergency,P0000,Brake wear,TECH721,Prime Motors,Coolant Hose,1153,17369,18522,6.5,2025-10-10,No,Pending
S01243,V0395,ESN350548,2025-05-28,Oil Change,Preventive,P0300,Battery degradation,TECH372,Kerala Truck Service,Battery,2755,7731,10486,2.2,2025-11-24,No,Pending
S01244,V0026,ESN499645,2025-08-31,Cooling System,Corrective,P0012,Engine overheating,TECH218,Kerala Truck Service,Brake Pads,2725,12326,15051,9.2,2026-02-27,No,Pending
S01245,V0344,ESN243156,2025-03-25,Brake Service,Corrective,P0300,Low oil pressure,TECH937,AutoMind Central,Battery,1121,8042,9163,8.9,2025-09-21,No,Pending
S01246,V0205,ESN111483,2025-08-15,Engine Diagnostics,Preventive,P0420,Battery degradation,TECH956,AutoMind Central,Brake Pads,1871,2748,4619,10.0,2026-02-11,No,Completed
S01247,V0092,ESN955769,2025-08-10,Cooling System,Corrective,P0012,Low oil pressure,TECH869,Kerala Truck Service,Battery,1451,13809,15260,2.0,2026-02-06,Yes,Completed
S01248,V0084,ESN396399,2025-12-15,Battery Replacement,Preventive,P0000,Engine overheating,TECH500,FleetCare Kochi,Coolant Hose,5526,7475,13001,1.5,2026-06-13,No,Completed
S01249,V0347,ESN815636,2025-05-26,Cooling System,Emergency,P0420,Routine inspection,TECH339,Prime Motors,Battery,3983,17686,21669,10.8,2025-11-22,No,Pending
S01250,V0190,ESN849729,2025-11-10,Routine Service,Emergency,P0000,Brake wear,TECH117,Prime Motors,Oil Filter,2554,11087,13641,7.6,2026-05-09,Yes,Completed
S01251,V0015,ESN687906,2025-11-21,Brake Service,Corrective,P0000,Engine overheating,TECH545,Prime Motors,Oil Filter,4927,3659,8586,4.1,2026-05-20,Yes,Pending
S01252,V0272,ESN412174,2025-01-14,Battery Replacement,Corrective,P0300,Low oil pressure,TECH279,AutoMind Central,Brake Pads,3608,8553,12161,11.8,2025-07-13,No,Pending
S01253,V0024,ESN427446,2025-08-12,Engine Diagnostics,Corrective,P0171,Battery degradation,TECH989,Prime Motors,Oil Filter,5050,12406,17456,7.2,2026-02-08,Yes,Pending
S01254,V0176,ESN763039,2025-07-31,Routine Service,Preventive,P0000,Engine overheating,TECH885,Prime Motors,Brake Pads,3304,11022,14326,4.2,2026-01-27,Yes,Pending
S01255,V0412,ESN521339,2025-02-02,Cooling System,Corrective,P0171,Battery degradation,TECH141,Prime Motors,Spark Plug,1925,16155,18080,4.2,2025-08-01,No,Completed
S01256,V0494,ESN825373,2025-12-15,Engine Diagnostics,Emergency,P0300,Brake wear,TECH467,Kerala Truck Service,Oil Filter,3808,10017,13825,1.1,2026-06-13,Yes,Completed
S01257,V0048,ESN129873,2025-08-23,Engine Diagnostics,Preventive,P0000,Engine overheating,TECH303,AutoMind Central,Battery,5561,5016,10577,7.0,2026-02-19,No,Completed
S01258,V0105,ESN432805,2025-08-05,Cooling System,Corrective,P0012,Engine overheating,TECH977,Kerala Truck Service,Battery,5806,11293,17099,7.8,2026-02-01,Yes,Pending
S01259,V0036,ESN491460,2025-02-14,Cooling System,Emergency,P0171,Low oil pressure,TECH753,AutoMind Central,Brake Pads,2405,18288,20693,7.7,2025-08-13,No,Completed
S01260,V0342,ESN350992,2025-10-04,Engine Diagnostics,Preventive,P0300,Brake wear,TECH816,Prime Motors,Brake Pads,3133,7871,11004,10.5,2026-04-02,Yes,Completed
S01261,V0147,ESN400331,2025-10-02,Routine Service,Preventive,P0000,Low oil pressure,TECH959,Kerala Truck Service,Spark Plug,2112,9150,11262,1.5,2026-03-31,No,Completed
S01262,V0393,ESN322407,2025-02-24,Battery Replacement,Corrective,P0300,Brake wear,TECH283,FleetCare Kochi,Oil Filter,869,4514,5383,11.2,2025-08-23,Yes,Pending
S01263,V0098,ESN115354,2025-07-01,Engine Diagnostics,Corrective,P0300,Brake wear,TECH840,Kerala Truck Service,Battery,1943,3239,5182,6.6,2025-12-28,Yes,Completed
S01264,V0236,ESN717805,2025-09-23,Cooling System,Corrective,P0300,Battery degradation,TECH909,FleetCare Kochi,Oil Filter,3906,19097,23003,2.8,2026-03-22,No,Completed
S01265,V0489,ESN214338,2025-11-29,Oil Change,Corrective,P0420,Battery degradation,TECH700,Kerala Truck Service,Brake Pads,4086,11974,16060,7.0,2026-05-28,Yes,Completed
S01266,V0463,ESN600350,2025-05-10,Brake Service,Preventive,P0300,Routine inspection,TECH391,Kerala Truck Service,Battery,3614,19428,23042,8.1,2025-11-06,No,Pending
S01267,V0145,ESN211666,2025-11-04,Battery Replacement,Corrective,P0420,Low oil pressure,TECH540,Kerala Truck Service,Brake Pads,1609,3460,5069,6.9,2026-05-03,Yes,Pending
S01268,V0405,ESN942711,2025-06-27,Engine Diagnostics,Emergency,P0300,Low oil pressure,TECH811,FleetCare Kochi,Spark Plug,5995,3879,9874,5.3,2025-12-24,Yes,Completed
S01269,V0264,ESN662294,2025-10-17,Routine Service,Corrective,P0300,Routine inspection,TECH153,FleetCare Kochi,Oil Filter,5885,15168,21053,11.0,2026-04-15,No,Pending
S01270,V0069,ESN923368,2025-10-31,Routine Service,Preventive,P0171,Routine inspection,TECH750,Kerala Truck Service,Air Filter,928,9624,10552,5.7,2026-04-29,No,Pending
S01271,V0181,ESN840415,2025-07-21,Cooling System,Preventive,P0171,Low oil pressure,TECH104,Kerala Truck Service,Oil Filter,3273,17361,20634,5.2,2026-01-17,Yes,Completed
S01272,V0242,ESN241925,2025-01-20,Engine Diagnostics,Corrective,P0300,Low oil pressure,TECH575,AutoMind Central,Spark Plug,2422,13113,15535,1.3,2025-07-19,Yes,Completed
S01273,V0108,ESN609694,2025-11-05,Cooling System,Preventive,P0420,Routine inspection,TECH738,Kerala Truck Service,Coolant Hose,3173,7335,10508,3.3,2026-05-04,Yes,Completed
S01274,V0283,ESN958113,2025-03-06,Brake Service,Corrective,P0171,Routine inspection,TECH296,AutoMind Central,Spark Plug,800,1633,2433,2.0,2025-09-02,No,Pending
S01275,V0253,ESN254327,2025-02-25,Oil Change,Preventive,P0012,Routine inspection,TECH924,FleetCare Kochi,Coolant Hose,4279,10894,15173,4.8,2025-08-24,No,Completed
S01276,V0105,ESN855914,2025-12-31,Engine Diagnostics,Preventive,P0420,Brake wear,TECH356,Prime Motors,Brake Pads,3029,10910,13939,8.4,2026-06-29,No,Pending
S01277,V0107,ESN647835,2025-10-24,Engine Diagnostics,Emergency,P0012,Engine overheating,TECH877,Kerala Truck Service,Brake Pads,5293,18000,23293,8.9,2026-04-22,No,Completed
S01278,V0105,ESN824740,2025-07-06,Battery Replacement,Emergency,P0171,Routine inspection,TECH734,AutoMind Central,Air Filter,930,12375,13305,11.2,2026-01-02,No,Pending
S01279,V0302,ESN883179,2025-01-20,Routine Service,Corrective,P0012,Engine overheating,TECH336,Prime Motors,Spark Plug,4728,8737,13465,8.6,2025-07-19,No,Pending
S01280,V0105,ESN574151,2025-02-03,Cooling System,Emergency,P0012,Low oil pressure,TECH431,Prime Motors,Air Filter,4099,10626,14725,8.4,2025-08-02,No,Pending
S01281,V0131,ESN380392,2025-02-27,Battery Replacement,Preventive,P0012,Routine inspection,TECH127,Prime Motors,Coolant Hose,5777,6390,12167,5.3,2025-08-26,No,Completed
S01282,V0221,ESN195514,2025-10-26,Engine Diagnostics,Corrective,P0420,Battery degradation,TECH502,FleetCare Kochi,Battery,5990,4016,10006,5.8,2026-04-24,No,Pending
S01283,V0298,ESN864403,2025-04-18,Brake Service,Corrective,P0000,Brake wear,TECH976,AutoMind Central,Oil Filter,4703,9544,14247,2.3,2025-10-15,Yes,Pending
S01284,V0412,ESN837356,2025-02-07,Routine Service,Corrective,P0420,Brake wear,TECH262,Prime Motors,Oil Filter,5959,1174,7133,10.6,2025-08-06,Yes,Completed
S01285,V0470,ESN284341,2025-07-11,Routine Service,Corrective,P0171,Brake wear,TECH754,AutoMind Central,Air Filter,4387,5048,9435,6.4,2026-01-07,No,Pending
S01286,V0258,ESN818457,2025-11-02,Cooling System,Preventive,P0012,Brake wear,TECH582,Prime Motors,Oil Filter,5703,7004,12707,11.5,2026-05-01,Yes,Pending
S01287,V0218,ESN610321,2025-02-23,Oil Change,Emergency,P0171,Low oil pressure,TECH267,AutoMind Central,Air Filter,4143,17419,21562,10.2,2025-08-22,Yes,Completed
S01288,V0155,ESN365359,2025-01-22,Engine Diagnostics,Preventive,P0000,Low oil pressure,TECH508,Prime Motors,Coolant Hose,3076,14445,17521,4.3,2025-07-21,No,Completed
S01289,V0283,ESN402060,2025-05-24,Routine Service,Emergency,P0300,Brake wear,TECH429,Kerala Truck Service,Brake Pads,3356,1058,4414,6.6,2025-11-20,No,Pending
S01290,V0429,ESN622244,2025-08-30,Engine Diagnostics,Preventive,P0300,Low oil pressure,TECH972,AutoMind Central,Coolant Hose,4142,11767,15909,11.5,2026-02-26,Yes,Completed
S01291,V0343,ESN216728,2025-06-15,Engine Diagnostics,Preventive,P0171,Low oil pressure,TECH693,Prime Motors,Oil Filter,5303,15441,20744,9.0,2025-12-12,Yes,Pending
S01292,V0001,ESN253713,2025-08-24,Engine Diagnostics,Preventive,P0171,Low oil pressure,TECH523,AutoMind Central,Battery,3619,5551,9170,7.1,2026-02-20,Yes,Pending
S01293,V0347,ESN793347,2025-08-27,Brake Service,Emergency,P0012,Routine inspection,TECH129,Prime Motors,Battery,3112,13854,16966,3.5,2026-02-23,Yes,Pending
S01294,V0388,ESN258487,2025-05-27,Battery Replacement,Emergency,P0012,Engine overheating,TECH146,Prime Motors,Brake Pads,949,8897,9846,8.3,2025-11-23,No,Pending
S01295,V0453,ESN883366,2025-06-23,Engine Diagnostics,Preventive,P0012,Routine inspection,TECH914,AutoMind Central,Brake Pads,4092,4175,8267,3.3,2025-12-20,Yes,Completed
S01296,V0133,ESN843351,2025-11-06,Oil Change,Preventive,P0171,Routine inspection,TECH530,AutoMind Central,Oil Filter,2471,19869,22340,4.7,2026-05-05,Yes,Completed
S01297,V0002,ESN493802,2025-02-09,Battery Replacement,Preventive,P0300,Battery degradation,TECH459,Prime Motors,Battery,965,18535,19500,2.5,2025-08-08,Yes,Pending
S01298,V0407,ESN675830,2025-12-27,Engine Diagnostics,Preventive,P0171,Battery degradation,TECH359,Prime Motors,Coolant Hose,4211,12087,16298,8.8,2026-06-25,Yes,Pending
S01299,V0255,ESN131889,2025-02-24,Routine Service,Emergency,P0012,Battery degradation,TECH433,AutoMind Central,Brake Pads,4448,19890,24338,2.1,2025-08-23,Yes,Completed
S01300,V0416,ESN521966,2025-07-17,Cooling System,Emergency,P0012,Brake wear,TECH605,AutoMind Central,Air Filter,3503,18672,22175,4.5,2026-01-13,No,Pending
S01301,V0009,ESN531296,2025-09-17,Cooling System,Corrective,P0171,Low oil pressure,TECH610,FleetCare Kochi,Air Filter,2572,4627,7199,9.9,2026-03-16,No,Completed
S01302,V0201,ESN597986,2025-12-05,Cooling System,Emergency,P0171,Battery degradation,TECH369,AutoMind Central,Air Filter,2500,10956,13456,1.7,2026-06-03,No,Pending
S01303,V0171,ESN812432,2025-08-09,Cooling System,Corrective,P0420,Battery degradation,TECH978,AutoMind Central,Brake Pads,4467,10186,14653,5.1,2026-02-05,No,Pending
S01304,V0060,ESN559611,2025-12-11,Routine Service,Corrective,P0171,Engine overheating,TECH550,AutoMind Central,Air Filter,3440,4546,7986,8.5,2026-06-09,No,Completed
S01305,V0270,ESN246024,2025-04-06,Brake Service,Corrective,P0300,Engine overheating,TECH897,AutoMind Central,Brake Pads,859,13633,14492,2.9,2025-10-03,No,Completed
S01306,V0014,ESN479783,2025-10-08,Brake Service,Emergency,P0171,Engine overheating,TECH464,Prime Motors,Brake Pads,4114,1680,5794,5.8,2026-04-06,Yes,Pending
S01307,V0098,ESN130612,2025-01-15,Battery Replacement,Emergency,P0300,Low oil pressure,TECH854,Prime Motors,Oil Filter,5187,4369,9556,4.2,2025-07-14,Yes,Completed
S01308,V0255,ESN705679,2025-10-06,Engine Diagnostics,Emergency,P0012,Routine inspection,TECH324,FleetCare Kochi,Battery,4325,13831,18156,5.1,2026-04-04,Yes,Pending
S01309,V0042,ESN510807,2025-02-04,Routine Service,Corrective,P0012,Battery degradation,TECH220,AutoMind Central,Oil Filter,4887,3486,8373,11.5,2025-08-03,No,Pending
S01310,V0181,ESN765467,2025-01-16,Brake Service,Preventive,P0171,Brake wear,TECH680,Kerala Truck Service,Brake Pads,3182,10354,13536,8.8,2025-07-15,No,Pending
S01311,V0077,ESN701692,2025-06-06,Routine Service,Corrective,P0171,Routine inspection,TECH572,AutoMind Central,Battery,4009,13739,17748,9.7,2025-12-03,No,Completed
S01312,V0073,ESN618515,2025-01-31,Battery Replacement,Corrective,P0000,Brake wear,TECH929,Kerala Truck Service,Oil Filter,3187,13533,16720,12.0,2025-07-30,No,Completed
S01313,V0460,ESN807839,2025-02-16,Brake Service,Corrective,P0420,Low oil pressure,TECH116,AutoMind Central,Oil Filter,4495,14432,18927,5.3,2025-08-15,Yes,Completed
S01314,V0284,ESN860571,2025-07-28,Cooling System,Preventive,P0012,Routine inspection,TECH379,Kerala Truck Service,Battery,1862,3940,5802,10.7,2026-01-24,Yes,Completed
S01315,V0302,ESN620402,2025-01-09,Oil Change,Emergency,P0300,Routine inspection,TECH985,AutoMind Central,Air Filter,2968,1156,4124,1.4,2025-07-08,No,Completed
S01316,V0083,ESN687458,2025-03-03,Engine Diagnostics,Corrective,P0300,Engine overheating,TECH440,Prime Motors,Brake Pads,2217,19014,21231,11.3,2025-08-30,No,Pending
S01317,V0415,ESN335497,2025-08-09,Routine Service,Corrective,P0012,Brake wear,TECH172,AutoMind Central,Battery,2119,6569,8688,8.5,2026-02-05,Yes,Pending
S01318,V0139,ESN610772,2025-02-04,Cooling System,Corrective,P0300,Engine overheating,TECH145,FleetCare Kochi,Battery,5805,13600,19405,5.7,2025-08-03,Yes,Completed
S01319,V0436,ESN602455,2025-07-20,Engine Diagnostics,Preventive,P0012,Brake wear,TECH477,AutoMind Central,Battery,1472,12934,14406,8.9,2026-01-16,Yes,Pending
S01320,V0335,ESN355714,2025-01-04,Engine Diagnostics,Preventive,P0420,Brake wear,TECH851,AutoMind Central,Oil Filter,4095,2515,6610,10.3,2025-07-03,No,Pending
S01321,V0235,ESN562984,2025-11-24,Battery Replacement,Emergency,P0171,Brake wear,TECH163,Prime Motors,Air Filter,2819,13002,15821,5.1,2026-05-23,Yes,Completed
S01322,V0320,ESN279962,2025-06-06,Cooling System,Preventive,P0171,Battery degradation,TECH622,FleetCare Kochi,Brake Pads,5404,10758,16162,1.6,2025-12-03,No,Pending
S01323,V0013,ESN478117,2025-07-27,Battery Replacement,Emergency,P0171,Engine overheating,TECH684,AutoMind Central,Coolant Hose,2961,8605,11566,10.7,2026-01-23,No,Completed
S01324,V0098,ESN862142,2025-03-15,Brake Service,Preventive,P0000,Engine overheating,TECH917,Kerala Truck Service,Battery,3314,5853,9167,8.1,2025-09-11,No,Pending
S01325,V0344,ESN819267,2025-06-06,Oil Change,Emergency,P0012,Brake wear,TECH516,FleetCare Kochi,Coolant Hose,3372,9028,12400,10.2,2025-12-03,No,Completed
S01326,V0131,ESN562753,2025-07-25,Oil Change,Preventive,P0000,Low oil pressure,TECH806,FleetCare Kochi,Brake Pads,4567,7266,11833,5.4,2026-01-21,Yes,Completed
S01327,V0024,ESN944134,2025-02-22,Cooling System,Corrective,P0300,Brake wear,TECH984,FleetCare Kochi,Spark Plug,2371,19024,21395,1.3,2025-08-21,No,Completed
S01328,V0078,ESN379359,2025-06-01,Oil Change,Emergency,P0420,Brake wear,TECH139,Kerala Truck Service,Air Filter,3426,5329,8755,8.9,2025-11-28,Yes,Pending
S01329,V0085,ESN635528,2025-01-24,Brake Service,Preventive,P0171,Engine overheating,TECH712,Prime Motors,Brake Pads,5338,10613,15951,1.4,2025-07-23,Yes,Completed
S01330,V0045,ESN383105,2025-01-15,Brake Service,Corrective,P0420,Low oil pressure,TECH606,FleetCare Kochi,Battery,5691,16024,21715,8.6,2025-07-14,No,Completed
S01331,V0256,ESN895917,2025-06-17,Brake Service,Preventive,P0420,Battery degradation,TECH961,Prime Motors,Battery,3706,14157,17863,3.2,2025-12-14,No,Pending
S01332,V0137,ESN587725,2025-05-22,Oil Change,Corrective,P0300,Brake wear,TECH728,FleetCare Kochi,Air Filter,1177,12789,13966,11.1,2025-11-18,Yes,Pending
S01333,V0242,ESN538235,2025-11-29,Oil Change,Emergency,P0012,Battery degradation,TECH929,Prime Motors,Coolant Hose,3308,12144,15452,10.7,2026-05-28,No,Completed
S01334,V0280,ESN926214,2025-06-26,Battery Replacement,Emergency,P0000,Engine overheating,TECH949,Kerala Truck Service,Coolant Hose,3358,15849,19207,10.8,2025-12-23,Yes,Completed
S01335,V0449,ESN952617,2025-06-06,Oil Change,Corrective,P0000,Brake wear,TECH402,FleetCare Kochi,Battery,3079,6395,9474,7.4,2025-12-03,No,Pending
S01336,V0093,ESN875733,2025-02-24,Engine Diagnostics,Preventive,P0000,Engine overheating,TECH745,Kerala Truck Service,Brake Pads,1469,17888,19357,5.9,2025-08-23,Yes,Completed
S01337,V0322,ESN104666,2025-01-17,Brake Service,Preventive,P0000,Brake wear,TECH496,Kerala Truck Service,Coolant Hose,855,1625,2480,11.4,2025-07-16,Yes,Completed
S01338,V0472,ESN856243,2025-07-17,Engine Diagnostics,Preventive,P0000,Routine inspection,TECH343,AutoMind Central,Battery,5342,17792,23134,6.6,2026-01-13,Yes,Completed
S01339,V0036,ESN325811,2025-05-15,Cooling System,Emergency,P0012,Routine inspection,TECH145,Prime Motors,Oil Filter,5479,8673,14152,11.2,2025-11-11,No,Completed
S01340,V0324,ESN264473,2025-11-29,Battery Replacement,Emergency,P0300,Engine overheating,TECH400,Kerala Truck Service,Coolant Hose,5597,7567,13164,9.4,2026-05-28,No,Completed
S01341,V0098,ESN819463,2025-08-17,Routine Service,Emergency,P0300,Engine overheating,TECH280,Prime Motors,Air Filter,4726,15493,20219,7.4,2026-02-13,Yes,Completed
S01342,V0318,ESN405588,2025-01-28,Cooling System,Corrective,P0012,Low oil pressure,TECH331,AutoMind Central,Spark Plug,1916,3395,5311,5.5,2025-07-27,No,Completed
S01343,V0067,ESN823792,2025-09-24,Battery Replacement,Emergency,P0000,Brake wear,TECH433,Prime Motors,Coolant Hose,1898,18055,19953,2.9,2026-03-23,Yes,Completed
S01344,V0037,ESN134714,2025-01-10,Routine Service,Preventive,P0000,Routine inspection,TECH561,FleetCare Kochi,Battery,4580,12705,17285,9.4,2025-07-09,Yes,Completed
S01345,V0341,ESN791334,2025-12-02,Brake Service,Preventive,P0420,Engine overheating,TECH582,Prime Motors,Spark Plug,3698,8029,11727,6.1,2026-05-31,Yes,Pending
S01346,V0348,ESN848168,2025-03-16,Cooling System,Preventive,P0420,Battery degradation,TECH788,Kerala Truck Service,Air Filter,2970,18818,21788,5.0,2025-09-12,Yes,Pending
S01347,V0497,ESN173242,2025-05-16,Engine Diagnostics,Emergency,P0420,Routine inspection,TECH863,Kerala Truck Service,Oil Filter,4346,10795,15141,3.0,2025-11-12,Yes,Pending
S01348,V0066,ESN631183,2025-12-22,Routine Service,Preventive,P0171,Battery degradation,TECH527,Prime Motors,Air Filter,5211,3051,8262,2.3,2026-06-20,No,Completed
S01349,V0274,ESN376773,2025-06-30,Brake Service,Corrective,P0420,Routine inspection,TECH809,Prime Motors,Coolant Hose,5006,13280,18286,8.7,2025-12-27,Yes,Completed
